"YEAR","STATEFIP","st_percent_female_employed","st_percent_male_employed","st_sex_ratio_in_percent_employed","st_percent_female_in_labor_force","st_percent_male_in_labor_force","st_sex_ratio_in_percent_in_labor_force","st_percent_female_above_poverty_line","st_percent_male_above_poverty_line","st_sex_ratio_in_percent_above_poverty_line","st_percent_female_yes_high_school_diploma","st_percent_male_yes_high_school_diploma","st_sex_ratio_in_percent_yes_high_school_diploma","st_percent_female_yes_bachelors","st_percent_male_yes_bachelors","st_sex_ratio_in_percent_yes_bachelors","st_percent_white_childapl","st_percent_nonwhite_childapl","st_race_ratio_in_percent_childapl","st_percent_white_yes_high_school_diploma","st_percent_nonwhite_yes_high_school_diploma","st_race_ratio_in_percent_yes_high_school_diploma","st_median_white_household_income","st_median_nonwhite_household_income","st_race_ratio_in_household_income","st_percent_white_home","st_percent_nonwhite_home","st_race_ratio_home","st_percent_white_in_labor_force","st_percent_nonwhite_in_labor_force","st_race_ratio_in_percent_in_labor_force","st_percent_white_above_poverty_line","st_percent_nonwhite_above_poverty_line","st_race_ratio_in_percent_above_poverty_line","st_percent_male_occw","st_percent_female_occw","st_sex_ratio_in_percent_occw","st_percent_male_occp","st_percent_female_occp","st_sex_ratio_in_percent_occp","st_percent_male_occb","st_percent_female_occb","st_sex_ratio_in_percent_occb","st_percent_nonwhite_vote","st_percent_white_vote","st_race_ratio_in_percent_vote","st_percent_female_yes_literate","st_percent_male_yes_literate","st_sex_ratio_in_percent_yes_literate","st_percent_nonwhite_yes_literate","st_percent_white_yes_literate","st_race_ratio_in_percent_yes_literate","state_name","st_white_e0","st_nonwhite_e0","st_race_ratio_in_e0","st_white_e1","st_nonwhite_e1","st_race_ratio_in_e1","st_whitemale_e0","st_nonwhitemale_e0","st_race_ratio_within_males_in_e0","st_whitemale_e1","st_nonwhitemale_e1","st_race_ratio_within_males_in_e1","st_whitefemale_e0","st_nonwhitefemale_e0","st_race_ratio_within_females_in_e0","st_whitefemale_e1","st_nonwhitefemale_e1","st_race_ratio_within_females_in_e1","st_percent_white_occp","st_percent_nonwhite_occp","st_race_ratio_in_percent_occp","st_percent_white_occb","st_percent_nonwhite_occb","st_race_ratio_in_percent_occb","st_percent_white_occw","st_percent_nonwhite_occw","st_race_ratio_in_percent_occw","st_percent_white_employed","st_percent_nonwhite_employed","st_race_ratio_in_percent_employed"
1978,37,0.942,0.96,1.02,0.518,0.748,1.446,0.852,0.894,1.049,0.546,0.526,0.964,0.102,0.128,1.257,NA,NA,NA,0.283,0.19,1.494,15684,9800,1.6,0.779,0.588,1.325,0.631,0.61,1.033,0.918,0.717,1.28,0.277,0.242,1.143,0.137,0.425,0.322,0.587,0.333,1.76,0.297,0.347,1.17,NA,NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963255286216736,0.913674652576447,1.05426514148712
1978,38,0.976,0.929,0.953,0.47,0.717,1.524,0.853,0.89,1.043,0.626,0.585,0.934,0.114,0.137,1.206,NA,NA,NA,0.339,0.263,1.29,15518,10733,1.446,0.752,0.418,1.799,0.597,0.485,1.231,0.88,0.751,1.171,0.32,0.273,1.171,0.075,0.607,0.123,0.605,0.119,5.073,0.384,0.634,1.653,NA,NA,NA,NA,NA,NA,"North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954103648662567,0.85381418466568,1.11746048927307
1978,39,0.929,0.938,1.009,0.454,0.732,1.612,0.888,0.918,1.033,0.597,0.6,1.004,0.085,0.129,1.516,NA,NA,NA,0.256,0.177,1.452,17122,12000,1.427,0.784,0.481,1.63,0.586,0.579,1.012,0.928,0.708,1.31,0.302,0.279,1.082,0.152,0.562,0.27,0.546,0.159,3.436,0.494,0.483,0.978,NA,NA,NA,NA,NA,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.948281526565552,0.818295001983643,1.15885043144226
1978,40,0.939,0.94,1.002,0.492,0.719,1.462,0.875,0.892,1.019,0.637,0.649,1.019,0.109,0.162,1.488,NA,NA,NA,0.355,0.211,1.679,14877,9120,1.631,0.751,0.665,1.129,0.61,0.521,1.171,0.91,0.683,1.331,0.37,0.292,1.266,0.118,0.556,0.212,0.512,0.152,3.369,0.437,0.55,1.258,NA,NA,NA,NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955869615077972,0.785624802112579,1.21669983863831
1978,41,0.923,0.941,1.019,0.525,0.751,1.429,0.884,0.908,1.027,0.709,0.673,0.95,0.107,0.172,1.608,NA,NA,NA,0.377,0.303,1.241,17020,10693,1.592,0.693,0.342,2.024,0.637,0.577,1.104,0.903,0.781,1.156,0.348,0.305,1.143,0.139,0.572,0.243,0.513,0.123,4.169,0.284,0.579,2.037,NA,NA,NA,NA,NA,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94352126121521,0.742261052131653,1.27114474773407
1978,42,0.921,0.921,1,0.439,0.718,1.637,0.889,0.911,1.025,0.602,0.602,1.001,0.078,0.136,1.748,NA,NA,NA,0.23,0.173,1.33,16966,10324,1.643,0.773,0.507,1.524,0.574,0.529,1.086,0.92,0.709,1.298,0.317,0.272,1.167,0.148,0.547,0.27,0.535,0.181,2.957,0.676,0.505,0.747,NA,NA,NA,NA,NA,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929245114326477,0.832025229930878,1.11684727668762
1978,44,0.926,0.9,0.972,0.478,0.694,1.451,0.857,0.912,1.064,0.512,0.585,1.144,0.073,0.147,2.002,NA,NA,NA,0.257,0.112,2.296,16475,9800,1.681,0.62,0.442,1.404,0.582,0.521,1.118,0.904,0.65,1.39,0.332,0.203,1.636,0.191,0.466,0.41,0.477,0.331,1.44,0.46,0.63,1.369,NA,NA,NA,NA,NA,NA,"Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91811728477478,0.800095498561859,1.14750957489014
1978,45,0.926,0.943,1.018,0.506,0.721,1.425,0.826,0.881,1.066,0.537,0.524,0.976,0.061,0.097,1.6,NA,NA,NA,0.262,0.13,2.016,15000,9712,1.544,0.749,0.686,1.091,0.611,0.588,1.039,0.929,0.677,1.371,0.287,0.23,1.248,0.136,0.486,0.279,0.577,0.284,2.034,0.321,0.402,1.251,NA,NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953148901462555,0.896353602409363,1.06336259841919
1978,46,0.952,0.952,1.001,0.513,0.748,1.458,0.826,0.839,1.015,0.639,0.613,0.959,0.085,0.123,1.454,NA,NA,NA,0.327,0.122,2.692,13665,5475,2.496,0.731,0.529,1.381,0.635,0.437,1.453,0.861,0.318,2.706,0.27,0.275,0.98,0.086,0.549,0.157,0.644,0.176,3.665,0.568,0.652,1.147,NA,NA,NA,NA,NA,NA,"South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959243476390839,0.736900389194489,1.30172741413116
1978,47,0.932,0.926,0.994,0.463,0.732,1.58,0.796,0.847,1.064,0.513,0.508,0.99,0.067,0.109,1.623,NA,NA,NA,0.243,0.146,1.667,13564,8369,1.621,0.754,0.623,1.211,0.597,0.552,1.081,0.861,0.622,1.384,0.282,0.222,1.27,0.137,0.496,0.276,0.581,0.282,2.063,0.463,0.466,1.006,NA,NA,NA,NA,NA,NA,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940812289714813,0.863103330135345,1.09003436565399
1978,48,0.953,0.957,1.004,0.491,0.767,1.561,0.843,0.87,1.032,0.59,0.602,1.021,0.094,0.156,1.667,NA,NA,NA,0.374,0.168,2.225,18041,10920,1.652,0.731,0.586,1.248,0.635,0.6,1.057,0.922,0.726,1.271,0.347,0.29,1.198,0.133,0.572,0.232,0.52,0.138,3.763,0.312,0.389,1.25,NA,NA,NA,NA,NA,NA,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967093646526337,0.926676332950592,1.04361534118652
1978,49,0.944,0.962,1.019,0.468,0.761,1.624,0.917,0.951,1.037,0.698,0.701,1.005,0.12,0.163,1.356,NA,NA,NA,0.419,0.241,1.739,15804,13720,1.152,0.81,0.696,1.164,0.607,0.557,1.09,0.94,0.833,1.129,0.33,0.298,1.11,0.133,0.56,0.238,0.537,0.143,3.758,0.326,0.568,1.743,NA,NA,NA,NA,NA,NA,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95799994468689,0.892071783542633,1.07390451431274
1978,50,0.94,0.926,0.985,0.525,0.742,1.413,0.895,0.905,1.011,0.748,0.644,0.861,0.161,0.199,1.237,NA,NA,NA,0.368,0.479,0.768,14869,13200,1.126,0.775,0.874,0.886,0.632,0.767,0.823,0.903,0.671,1.345,0.374,0.323,1.157,0.136,0.545,0.249,0.49,0.132,3.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931289076805115,1,0.931289076805115
1978,51,0.936,0.95,1.015,0.512,0.739,1.442,0.9,0.93,1.033,0.605,0.6,0.991,0.123,0.2,1.62,NA,NA,NA,0.367,0.199,1.842,17408,12472,1.396,0.768,0.59,1.302,0.62,0.608,1.019,0.948,0.784,1.21,0.37,0.306,1.207,0.145,0.549,0.265,0.485,0.144,3.358,0.398,0.462,1.16,NA,NA,NA,NA,NA,NA,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953039050102234,0.91279262304306,1.04409158229828
1978,53,0.919,0.907,0.988,0.509,0.739,1.453,0.888,0.91,1.024,0.675,0.687,1.018,0.108,0.165,1.521,NA,NA,NA,0.354,0.252,1.402,17300,12000,1.442,0.721,0.453,1.59,0.617,0.658,0.938,0.911,0.773,1.178,0.38,0.296,1.28,0.129,0.564,0.23,0.491,0.14,3.512,0.322,0.461,1.434,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923477053642273,0.802421867847443,1.15086221694946
1978,54,0.898,0.932,1.038,0.328,0.641,1.954,0.863,0.894,1.036,0.529,0.513,0.97,0.072,0.086,1.198,NA,NA,NA,0.185,0.184,1.003,14009,14020,0.999,0.769,0.656,1.171,0.479,0.391,1.226,0.878,0.902,0.973,0.228,0.324,0.703,0.111,0.565,0.197,0.661,0.111,5.942,0.554,0.422,0.762,NA,NA,NA,NA,NA,NA,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.920864462852478,0.857351779937744,1.07408010959625
1978,55,0.942,0.944,1.002,0.512,0.753,1.47,0.911,0.944,1.037,0.619,0.597,0.964,0.09,0.126,1.408,NA,NA,NA,0.265,0.157,1.691,18808,10452,1.799,0.795,0.402,1.978,0.628,0.637,0.987,0.939,0.666,1.409,0.268,0.249,1.077,0.116,0.517,0.224,0.616,0.234,2.638,0.381,0.613,1.61,NA,NA,NA,NA,NA,NA,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94441431760788,0.911708772182465,1.03587281703949
1978,56,0.964,0.964,0.999,0.568,0.793,1.396,0.911,0.93,1.02,0.687,0.625,0.909,0.107,0.136,1.271,NA,NA,NA,0.346,0.091,3.804,18300,16150,1.133,0.755,0.742,1.018,0.687,0.601,1.144,0.921,0.915,1.007,0.267,0.283,0.943,0.096,0.559,0.172,0.637,0.158,4.024,0.316,0.627,1.986,NA,NA,NA,NA,NA,NA,"Wyoming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965828001499176,0.933588147163391,1.03453326225281
1979,1,0.914,0.951,1.041,0.405,0.704,1.74,0.756,0.836,1.105,0.517,0.532,1.029,0.067,0.105,1.568,NA,NA,NA,0.256,0.177,1.45,17933,8204,2.186,0.835,0.523,1.598,0.569,0.483,1.178,0.889,0.569,1.563,0.27,0.237,1.139,0.136,0.568,0.239,0.594,0.195,3.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama",NA,NA,NA,NA,NA,NA,69.67,63.76,1.093,69.51,64.16,1.083,78.15,73.05,1.07,77.95,73.39,1.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955316305160522,0.878102004528046,1.08793318271637
1979,2,0.917,0.853,0.93,0.591,0.752,1.272,0.91,0.919,1.009,0.758,0.729,0.962,0.154,0.206,1.333,NA,NA,NA,0.475,0.211,2.246,26000,18111,1.436,0.666,0.679,0.981,0.723,0.485,1.491,0.926,0.88,1.052,0.358,0.34,1.052,0.152,0.567,0.268,0.49,0.093,5.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska",NA,NA,NA,NA,NA,NA,69.99,NA,-1,69.88,NA,-1,77.93,NA,-1,77.67,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896992325782776,0.858037769794464,1.04539954662323
1979,4,0.934,0.955,1.023,0.475,0.738,1.553,0.896,0.908,1.014,0.68,0.718,1.057,0.11,0.186,1.699,NA,NA,NA,0.428,0.241,1.776,18790,15716,1.196,0.762,0.633,1.203,0.605,0.595,1.018,0.927,0.806,1.15,0.367,0.336,1.092,0.151,0.582,0.259,0.483,0.082,5.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona",NA,NA,NA,NA,NA,NA,71.08,64.63,1.1,71.07,64.92,1.095,78.66,75.04,1.048,78.44,75.15,1.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951874554157257,0.923211097717285,1.03104758262634
1979,5,0.91,0.955,1.05,0.51,0.707,1.388,0.791,0.827,1.045,0.523,0.53,1.015,0.097,0.106,1.093,NA,NA,NA,0.265,0.11,2.4,14300,10185,1.404,0.675,0.46,1.466,0.619,0.524,1.182,0.86,0.616,1.395,0.284,0.215,1.317,0.114,0.522,0.218,0.603,0.262,2.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas",NA,NA,NA,NA,NA,NA,70.46,65.51,1.076,70.27,65.84,1.067,78.59,74.16,1.06,78.35,74.48,1.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94295608997345,0.8957839012146,1.0526602268219
1979,6,0.929,0.935,1.006,0.511,0.752,1.473,0.894,0.912,1.02,0.695,0.703,1.012,0.134,0.198,1.477,NA,NA,NA,0.459,0.286,1.605,20316,14734,1.379,0.694,0.536,1.293,0.629,0.612,1.028,0.936,0.822,1.138,0.4,0.332,1.203,0.154,0.525,0.293,0.446,0.142,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA,NA,NA,71.18,70.86,1.005,71.03,70.82,1.003,78.12,77.81,1.004,77.85,77.75,1.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.941352665424347,0.909683465957642,1.03481340408325
1979,8,0.924,0.945,1.022,0.524,0.784,1.497,0.875,0.901,1.03,0.741,0.728,0.982,0.182,0.243,1.336,NA,NA,NA,0.458,0.312,1.47,19822,15043,1.318,0.747,0.628,1.19,0.646,0.668,0.968,0.889,0.876,1.015,0.42,0.31,1.352,0.164,0.595,0.276,0.416,0.095,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colorado",NA,NA,NA,NA,NA,NA,71.83,70.74,1.015,71.65,70.57,1.015,78.89,77.32,1.02,78.62,77.21,1.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.945275187492371,0.877554535865784,1.07716977596283
1979,9,0.942,0.945,1.003,0.548,0.767,1.401,0.916,0.943,1.029,0.658,0.634,0.963,0.15,0.218,1.454,NA,NA,NA,0.357,0.235,1.522,21450,11500,1.865,0.776,0.492,1.576,0.652,0.678,0.962,0.956,0.704,1.358,0.419,0.314,1.333,0.178,0.501,0.355,0.403,0.185,2.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connecticut",NA,NA,NA,NA,NA,NA,71.9,67.13,1.071,71.77,67.56,1.062,78.86,75.55,1.044,78.59,75.87,1.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956667900085449,0.824260830879211,1.16063737869263
1979,10,0.845,0.89,1.053,0.521,0.779,1.495,0.907,0.933,1.028,0.648,0.661,1.02,0.107,0.205,1.927,NA,NA,NA,0.342,0.202,1.698,20944,11850,1.767,0.798,0.511,1.562,0.637,0.708,0.9,0.941,0.82,1.147,0.414,0.294,1.407,0.143,0.532,0.27,0.443,0.174,2.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delaware",NA,NA,NA,NA,NA,NA,70.53,64.93,1.086,70.51,65.81,1.071,77.59,73.15,1.061,77.28,73.78,1.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904899656772614,0.715245127677917,1.26516020298004
1979,11,0.912,0.932,1.022,0.619,0.63,1.018,0.768,0.871,1.133,0.651,0.593,0.911,0.244,0.246,1.008,NA,NA,NA,0.7,0.275,2.541,25400,13510,1.88,0.559,0.484,1.156,0.655,0.611,1.071,0.885,0.789,1.122,0.37,0.38,0.974,0.198,0.56,0.353,0.432,0.06,7.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia",NA,NA,NA,NA,NA,NA,71.24,62.1,1.147,71.15,62.63,1.136,77.88,72.19,1.079,77.7,72.7,1.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950542509555817,0.907815873622894,1.04706525802612
1979,12,0.934,0.943,1.01,0.46,0.673,1.463,0.838,0.871,1.04,0.635,0.615,0.969,0.102,0.131,1.282,NA,NA,NA,0.343,0.2,1.716,15525,11379,1.364,0.79,0.557,1.417,0.544,0.617,0.881,0.9,0.73,1.233,0.35,0.29,1.209,0.158,0.554,0.285,0.492,0.156,3.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida",NA,NA,NA,NA,NA,NA,71.1,63.76,1.115,71.03,64.27,1.105,78.86,72.41,1.089,78.68,72.91,1.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947215020656586,0.919485807418823,1.03015732765198
1979,13,0.918,0.955,1.04,0.497,0.745,1.499,0.795,0.857,1.079,0.588,0.594,1.01,0.107,0.16,1.503,NA,NA,NA,0.328,0.148,2.214,17609,9600,1.834,0.764,0.435,1.754,0.619,0.578,1.069,0.886,0.625,1.418,0.344,0.317,1.088,0.136,0.506,0.268,0.52,0.177,2.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,69.56,63.41,1.097,69.4,63.85,1.087,78.01,72.06,1.083,77.79,72.43,1.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95498538017273,0.880102038383484,1.08508479595184
1979,15,0.96,0.945,0.985,0.531,0.699,1.317,0.918,0.917,0.999,0.624,0.663,1.063,0.117,0.155,1.325,NA,NA,NA,0.445,0.289,1.538,17265,21014,0.822,0.462,0.651,0.71,0.552,0.637,0.867,0.905,0.922,0.981,0.336,0.306,1.099,0.187,0.579,0.322,0.478,0.115,4.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii",NA,NA,NA,NA,NA,NA,73.04,74.57,0.979,72.9,74.4,0.98,79.81,80.72,0.989,79.55,80.43,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933137834072113,0.960544764995575,0.971467316150665
1979,16,0.915,0.927,1.012,0.508,0.774,1.525,0.897,0.936,1.044,0.684,0.669,0.979,0.094,0.151,1.608,NA,NA,NA,0.375,0.194,1.932,17150,13175,1.302,0.789,0.658,1.198,0.637,0.673,0.946,0.922,0.768,1.201,0.333,0.314,1.061,0.1,0.54,0.185,0.568,0.146,3.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idaho",NA,NA,NA,NA,NA,NA,71.58,NA,-1,71.48,NA,-1,79.19,NA,-1,78.8,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927933096885681,0.774516582489014,1.19808030128479
1979,17,0.935,0.938,1.004,0.496,0.738,1.486,0.881,0.917,1.042,0.621,0.64,1.032,0.105,0.161,1.526,NA,NA,NA,0.333,0.262,1.269,21100,12300,1.715,0.777,0.394,1.971,0.624,0.553,1.13,0.942,0.731,1.29,0.335,0.285,1.174,0.169,0.562,0.301,0.496,0.153,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois",NA,NA,NA,NA,NA,NA,70.57,64.32,1.097,70.52,65.04,1.084,77.96,72.99,1.068,77.75,73.64,1.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947383403778076,0.884930908679962,1.07057332992554
1979,18,0.942,0.943,1.001,0.517,0.763,1.477,0.886,0.923,1.042,0.608,0.609,1.002,0.07,0.117,1.664,NA,NA,NA,0.249,0.219,1.134,18000,14880,1.21,0.798,0.604,1.321,0.642,0.566,1.134,0.92,0.759,1.212,0.265,0.246,1.078,0.12,0.533,0.225,0.614,0.22,2.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana",NA,NA,NA,NA,NA,NA,70.57,65.53,1.077,70.47,66.03,1.067,77.82,73.54,1.058,77.56,73.95,1.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947546720504761,0.890654683113098,1.06387662887573
1979,19,0.953,0.96,1.007,0.518,0.79,1.524,0.908,0.938,1.033,0.679,0.647,0.953,0.088,0.13,1.477,NA,NA,NA,0.271,0.234,1.155,18010,16605,1.085,0.78,0.525,1.485,0.652,0.59,1.106,0.923,0.907,1.019,0.27,0.275,0.981,0.127,0.521,0.244,0.603,0.205,2.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa",NA,NA,NA,NA,NA,NA,72.09,NA,-1,71.98,NA,-1,79.64,NA,-1,79.35,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.957936406135559,0.931926250457764,1.02791011333466
1979,20,0.956,0.966,1.011,0.533,0.799,1.5,0.878,0.921,1.049,0.729,0.704,0.966,0.116,0.169,1.459,NA,NA,NA,0.377,0.242,1.556,17302,12784,1.353,0.72,0.364,1.979,0.663,0.62,1.069,0.912,0.767,1.188,0.342,0.313,1.092,0.146,0.549,0.265,0.513,0.138,3.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas",NA,NA,NA,NA,NA,NA,71.85,67.87,1.059,71.69,68.12,1.052,79.26,74.75,1.06,78.98,74.99,1.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966443419456482,0.916236877441406,1.05479645729065
1979,21,0.936,0.949,1.014,0.414,0.708,1.711,0.849,0.897,1.057,0.502,0.534,1.063,0.08,0.102,1.27,NA,NA,NA,0.241,0.226,1.07,15535,14335,1.084,0.801,0.789,1.015,0.557,0.531,1.048,0.876,0.799,1.097,0.28,0.249,1.127,0.114,0.528,0.216,0.606,0.223,2.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky",NA,NA,NA,NA,NA,NA,69.46,64.9,1.07,69.35,65.09,1.065,77.46,72.93,1.062,77.25,73.21,1.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.946071147918701,0.916913509368896,1.03179979324341
1979,22,0.92,0.944,1.026,0.429,0.705,1.644,0.803,0.848,1.056,0.566,0.562,0.994,0.103,0.114,1.106,NA,NA,NA,0.286,0.167,1.713,18546,9136,2.03,0.766,0.576,1.329,0.568,0.54,1.052,0.907,0.645,1.408,0.301,0.312,0.966,0.139,0.599,0.232,0.56,0.09,6.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana",NA,NA,NA,NA,NA,NA,69.2,63.63,1.088,69.04,64.07,1.078,77.42,72.48,1.068,77.18,72.82,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955864906311035,0.880237936973572,1.08591651916504
1979,23,0.936,0.911,0.973,0.456,0.709,1.554,0.839,0.891,1.061,0.607,0.575,0.947,0.091,0.13,1.427,NA,NA,NA,0.256,0.295,0.868,14684,15600,0.941,0.81,0.674,1.201,0.569,0.803,0.709,0.862,1,0.862,0.288,0.261,1.103,0.136,0.472,0.288,0.576,0.267,2.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maine",NA,NA,NA,NA,NA,NA,70.77,NA,-1,70.62,NA,-1,78.39,NA,-1,78.04,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921981394290924,0.923740923404694,0.998095214366913
1979,24,0.939,0.932,0.992,0.537,0.765,1.424,0.917,0.932,1.017,0.646,0.642,0.994,0.131,0.225,1.711,NA,NA,NA,0.397,0.233,1.701,24200,17925,1.35,0.836,0.544,1.537,0.654,0.626,1.044,0.963,0.809,1.19,0.411,0.293,1.4,0.199,0.604,0.329,0.39,0.103,3.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maryland",NA,NA,NA,NA,NA,NA,70.86,65.89,1.075,70.73,66.26,1.067,77.73,73.81,1.053,77.54,74.12,1.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959120273590088,0.857663631439209,1.11829423904419
1979,25,0.949,0.929,0.979,0.537,0.753,1.401,0.889,0.907,1.02,0.677,0.677,1.001,0.138,0.205,1.489,NA,NA,NA,0.356,0.258,1.381,19572,9510,2.058,0.717,0.432,1.662,0.644,0.582,1.106,0.92,0.602,1.528,0.381,0.316,1.205,0.189,0.522,0.361,0.431,0.162,2.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,71.38,69.6,1.026,71.2,69.69,1.022,78.54,77.51,1.013,78.23,77.51,1.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943360149860382,0.846430003643036,1.11451637744904
